"HPI for Three-Digit ZIP Codes (All-Transactions Index)
Experimental Indexes Showing Cumulative (Nominal) Annual Appreciation",,,,,,
,,,,,,
"* These annual ZIP3 indexes should be considered developmental. As with the standard FHFA HPIs, revisions to these indexes may reflect the impact of new data or technical adjustments. Indexes are calibrated using appraisal values and sales prices for mortgages bought or guaranteed by Fannie Mae and Freddie Mac. As discussed in the Working Paper 16-01, in cases where sample sizes are small for the three-digit ZIP Code area, an index is either not reported if recording has not started or a missing value is reported with a period ("".""). Index values always reflect the native three-digit ZIP index, i.e. they are not made with data from another area or year. Three HPI values are provided and, since the indexes reflect cumulative appreciation since a certain period, the values reflect the base year being used (annual appreciations are the same). Column A is the first three digits of the ZIP code, Column B is the year, Column C is the annual change, Column D is the index value with a base of 100 when first recorded, Column E is the index value with a base of 100 in 1990, and Column F is the index value with a base of 100 in 2000. If a ZIP3 HPI has a missing value in Column D in 1990 or 2000 then the ZIP3 HPI will have blank values in Column E or F, respectively.",,,,,,
"** For tracking and feedback purposes, please cite Working Paper 16-01 when using these data. A suggested form is: Bogin, A., Doerner, W. and Larson, W. (2016). Local House Price Dynamics: New Indices and Stylized Facts. Federal Housing Finance Agency, Working Paper 16-01. The working paper is accessible at http://www.fhfa.gov/papers/wp1601.aspx.",,,,,,
"Last updated: February 23, 2017.",,,,,,
Not Seasonally Adjusted (NSA) ,,,,,,
Three-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,
185,1985,10.23,130.57,61.47,48.89,
185,1986,7.32,140.13,65.98,52.47,
185,1987,10.63,155.03,72.99,58.05,
185,1988,21.07,187.70,88.37,70.28,
185,1989,8.82,204.26,96.17,76.48,
185,1990,3.98,212.39,100.00,79.52,
185,1991,3.77,220.39,103.77,82.52,
185,1992,3.04,227.10,106.92,85.03,
185,1993,3.35,234.70,110.50,87.88,
185,1994,-2.34,229.22,107.92,85.82,
185,1995,1.98,233.75,110.06,87.52,
185,1996,2.36,239.26,112.65,89.58,
185,1997,6.03,253.68,119.44,94.98,
185,1998,-0.43,252.58,118.92,94.57,
185,1999,3.72,261.98,123.35,98.09,
185,2000,1.95,267.08,125.75,100.00,
185,2001,3.99,277.75,130.77,103.99,
185,2002,2.20,283.85,133.64,106.28,
185,2003,0.61,285.59,134.46,106.93,
185,2004,4.28,297.82,140.22,111.51,
185,2005,9.19,325.20,153.11,121.76,
185,2006,8.08,351.48,165.49,131.60,
185,2007,4.76,368.20,173.36,137.86,
185,2008,2.21,376.33,177.18,140.90,
185,2009,-3.98,361.37,170.14,135.30,
185,2010,-4.47,345.23,162.54,129.26,
185,2011,-1.81,338.97,159.60,126.92,
185,2012,-3.22,328.04,154.45,122.83,
185,2013,-1.77,322.22,151.71,120.65,
185,2014,-1.66,316.86,149.19,118.64,
185,2015,-0.52,315.20,148.40,118.02,
185,2016,-0.38,314.01,147.84,117.57,
186,1979,.,100.00,55.79,43.82,
186,1980,-15.91,84.09,46.91,36.84,
186,1981,21.21,101.92,56.86,44.66,
186,1982,1.00,102.95,57.43,45.11,
186,1983,-3.84,98.99,55.22,43.37,
186,1984,3.24,102.19,57.01,44.78,
186,1985,6.39,108.72,60.65,47.64,
186,1986,10.84,120.51,67.23,52.80,
186,1987,9.68,132.18,73.74,57.92,
186,1988,11.80,147.78,82.44,64.75,
186,1989,12.76,166.64,92.96,73.01,
186,1990,7.57,179.25,100.00,78.54,
186,1991,2.85,184.36,102.85,80.78,
186,1992,5.88,195.19,108.89,85.53,
186,1993,1.50,198.13,110.53,86.81,
186,1994,0.10,198.33,110.64,86.90,
186,1995,2.59,203.45,113.50,89.14,
186,1996,3.95,211.49,117.98,92.66,
186,1997,2.31,216.36,120.70,94.80,
186,1998,3.25,223.39,124.63,97.88,
186,1999,-0.15,223.07,124.44,97.74,
186,2000,2.31,228.23,127.32,100.00,
186,2001,4.95,239.53,133.63,104.95,
186,2002,3.33,247.50,138.07,108.44,
186,2003,1.65,251.59,140.36,110.24,
186,2004,5.13,264.50,147.56,115.89,
186,2005,4.70,276.95,154.50,121.35,
186,2006,8.50,300.48,167.63,131.66,
186,2007,4.18,313.03,174.63,137.15,
186,2008,2.17,319.82,178.42,140.13,
186,2009,-3.58,308.37,172.03,135.12,
186,2010,-0.85,305.74,170.57,133.96,
186,2011,-2.75,297.34,165.88,130.28,
186,2012,0.79,299.70,167.20,131.31,
186,2013,-1.83,294.22,164.14,128.91,
186,2014,1.29,298.02,166.26,130.58,
186,2015,1.67,302.99,169.03,132.76,
186,2016,-1.75,297.69,166.07,130.43,
187,1978,.,100.00,41.96,34.75,
187,1979,19.06,119.06,49.96,41.38,
187,1980,1.97,121.41,50.94,42.19,
187,1981,7.67,130.73,54.85,45.43,
187,1982,0.85,131.85,55.32,45.82,
187,1983,0.25,132.17,55.46,45.93,
187,1984,4.74,138.45,58.09,48.11,
187,1985,9.80,152.01,63.78,52.83,
187,1986,7.97,164.13,68.86,57.04,
187,1987,10.64,181.59,76.19,63.11,
187,1988,11.20,201.93,84.73,70.18,
187,1989,10.87,223.88,93.93,77.80,
187,1990,6.46,238.33,100.00,82.83,
187,1991,6.15,252.99,106.15,87.92,
187,1992,1.18,255.97,107.40,88.96,
187,1993,3.14,264.01,110.77,91.75,
187,1994,0.67,265.79,111.52,92.37,
187,1995,0.60,267.39,112.19,92.92,
187,1996,0.92,269.84,113.22,93.78,
187,1997,2.35,276.19,115.88,95.98,
187,1998,4.85,289.58,121.50,100.64,
187,1999,-0.97,286.76,120.32,99.66,
187,2000,0.34,287.75,120.73,100.00,
187,2001,5.68,304.09,127.59,105.68,
187,2002,2.92,312.96,131.31,108.76,
187,2003,1.74,318.40,133.59,110.65,
187,2004,4.00,331.12,138.93,115.07,
187,2005,6.02,351.04,147.29,122.00,
187,2006,8.83,382.04,160.30,132.77,
187,2007,2.75,392.56,164.71,136.43,
187,2008,0.91,396.15,166.21,137.67,
187,2009,-2.53,386.14,162.02,134.20,
187,2010,-2.07,378.15,158.66,131.42,
187,2011,-2.42,369.01,154.83,128.24,
187,2012,-1.43,363.74,152.62,126.41,
187,2013,-1.46,358.42,150.38,124.56,
187,2014,-0.23,357.58,150.03,124.27,
187,2015,-0.06,357.37,149.94,124.19,
187,2016,-0.36,356.08,149.40,123.75,
188,1986,.,100.00,77.00,62.43,
188,1987,12.51,112.51,86.63,70.23,
188,1988,6.31,119.60,92.10,74.66,
188,1989,6.06,126.85,97.68,79.19,
188,1990,2.38,129.87,100.00,81.07,
188,1991,5.57,137.11,105.57,85.59,
188,1992,4.51,143.29,110.33,89.45,
188,1993,-0.38,142.74,109.91,89.11,
188,1994,-0.76,141.65,109.07,88.43,
188,1995,-3.78,136.30,104.95,85.09,
188,1996,11.36,151.79,116.88,94.76,
188,1997,0.54,152.60,117.51,95.27,
188,1998,3.64,158.16,121.79,98.73,
188,1999,-0.53,157.32,121.14,98.21,
188,2000,1.82,160.19,123.35,100.00,
188,2001,7.10,171.57,132.11,107.10,
188,2002,2.33,175.57,135.19,109.60,
188,2003,4.12,182.81,140.77,114.12,
188,2004,3.95,190.03,146.33,118.63,
188,2005,6.92,203.18,156.45,126.84,
188,2006,9.58,222.64,171.44,138.99,
188,2007,5.31,234.47,180.55,146.37,
188,2008,1.91,238.96,184.01,149.18,
188,2009,4.32,249.29,191.96,155.62,
188,2010,-2.86,242.16,186.47,151.17,
188,2011,6.77,258.56,199.09,161.41,
188,2012,4.32,269.71,207.68,168.37,
188,2013,4.90,282.94,217.87,176.63,
188,2014,-3.59,272.78,210.05,170.29,
188,2015,1.81,277.71,213.84,173.36,
188,2016,-2.46,270.88,208.58,169.10,
189,1975,.,100.00,30.87,26.11,
189,1976,8.96,108.96,33.64,28.45,
189,1977,-0.16,108.78,33.58,28.40,
189,1978,9.46,119.07,36.76,31.09,
189,1979,9.83,130.78,40.37,34.15,
189,1980,10.99,145.15,44.81,37.90,
189,1981,10.37,160.20,49.45,41.83,
189,1982,5.27,168.64,52.06,44.03,
189,1983,-0.20,168.31,51.96,43.95,
189,1984,9.46,184.23,56.87,48.10,
189,1985,7.35,197.77,61.05,51.64,
189,1986,9.51,216.57,66.86,56.55,
189,1987,18.51,256.67,79.23,67.02,
189,1988,20.76,309.95,95.68,80.93,
189,1989,4.37,323.49,99.86,84.47,
189,1990,0.14,323.93,100.00,84.58,
189,1991,-0.93,320.91,99.07,83.79,
189,1992,-0.19,320.29,98.88,83.63,
189,1993,-0.51,318.65,98.37,83.20,
189,1994,-0.04,318.52,98.33,83.17,
189,1995,0.56,320.29,98.88,83.63,
189,1996,1.43,324.87,100.29,84.83,
189,1997,1.32,329.17,101.62,85.95,
189,1998,2.50,337.41,104.16,88.10,
189,1999,4.23,351.69,108.57,91.83,
189,2000,8.90,382.99,118.23,100.00,
189,2001,6.93,409.52,126.42,106.93,
189,2002,9.38,447.95,138.29,116.96,
189,2003,6.66,477.78,147.49,124.75,
189,2004,12.82,539.04,166.40,140.75,
189,2005,12.83,608.22,187.76,158.81,
189,2006,7.03,650.98,200.96,169.97,
189,2007,0.69,655.47,202.35,171.15,
189,2008,-2.34,640.14,197.62,167.14,
189,2009,-5.09,607.55,187.55,158.64,
189,2010,-3.66,585.29,180.68,152.82,
189,2011,-2.79,568.93,175.63,148.55,
189,2012,-1.93,557.95,172.24,145.68,
189,2013,0.94,563.20,173.86,147.06,
189,2014,2.00,574.45,177.33,149.99,
189,2015,2.26,587.40,181.33,153.37,
189,2016,1.14,594.10,183.40,155.12,
190,1975,.,100.00,32.83,28.79,
190,1976,-1.15,98.85,32.45,28.46,
190,1977,6.12,104.90,34.43,30.20,
190,1978,7.22,112.47,36.92,32.39,
190,1979,9.67,123.34,40.49,35.52,
190,1980,9.47,135.03,44.32,38.88,
190,1981,9.00,147.19,48.32,42.38,
190,1982,1.72,149.72,49.15,43.11,
190,1983,6.53,159.50,52.36,45.93,
190,1984,9.72,175.00,57.44,50.39,
190,1985,7.76,188.58,61.90,54.30,
190,1986,9.13,205.80,67.56,59.26,
190,1987,15.37,237.44,77.94,68.37,
190,1988,19.05,282.68,92.79,81.40,
190,1989,6.22,300.26,98.56,86.46,
190,1990,1.46,304.64,100.00,87.72,
190,1991,0.43,305.95,100.43,88.10,
190,1992,0.29,306.84,100.72,88.35,
190,1993,-0.33,305.82,100.39,88.06,
190,1994,-0.39,304.62,100.00,87.71,
190,1995,-0.26,303.84,99.74,87.49,
190,1996,0.96,306.77,100.70,88.33,
190,1997,0.61,308.65,101.32,88.87,
190,1998,2.40,316.06,103.75,91.01,
190,1999,3.36,326.67,107.23,94.07,
190,2000,6.31,347.29,114.00,100.00,
190,2001,6.62,370.28,121.55,106.62,
190,2002,7.97,399.80,131.24,115.12,
190,2003,6.41,425.44,139.66,122.50,
190,2004,12.76,479.74,157.48,138.14,
190,2005,13.43,544.16,178.63,156.69,
190,2006,7.47,584.79,191.96,168.39,
190,2007,1.55,593.88,194.95,171.01,
190,2008,-1.64,584.11,191.74,168.19,
190,2009,-4.85,555.80,182.45,160.04,
190,2010,-2.82,540.11,177.30,155.52,
190,2011,-3.67,520.31,170.80,149.82,
190,2012,-2.55,507.02,166.43,145.99,
190,2013,0.41,509.09,167.11,146.59,
190,2014,1.81,518.30,170.14,149.24,
190,2015,1.53,526.25,172.75,151.53,
190,2016,2.37,538.72,176.84,155.12,
191,1975,.,100.00,38.75,34.64,
191,1976,1.16,101.16,39.20,35.04,
191,1977,5.31,106.53,41.28,36.90,
191,1978,3.97,110.76,42.92,38.37,
191,1979,7.09,118.61,45.96,41.09,
191,1980,11.29,132.00,51.15,45.73,
191,1981,6.27,140.28,54.36,48.59,
191,1982,1.77,142.76,55.32,49.45,
191,1983,6.86,152.56,59.11,52.85,
191,1984,6.26,162.11,62.81,56.16,
191,1985,6.20,172.17,66.71,59.64,
191,1986,9.71,188.88,73.19,65.43,
191,1987,10.94,209.55,81.20,72.59,
191,1988,14.38,239.68,92.87,83.03,
191,1989,5.16,252.05,97.66,87.31,
191,1990,2.39,258.08,100.00,89.40,
191,1991,0.39,259.09,100.39,89.75,
191,1992,0.60,260.64,100.99,90.29,
191,1993,-0.43,259.52,100.56,89.90,
191,1994,-1.57,255.45,98.98,88.49,
191,1995,-1.35,251.99,97.64,87.29,
191,1996,1.12,254.82,98.74,88.27,
191,1997,0.60,256.36,99.33,88.80,
191,1998,2.67,263.21,101.99,91.18,
191,1999,3.40,272.16,105.46,94.28,
191,2000,6.07,288.68,111.86,100.00,
191,2001,10.46,318.88,123.56,110.46,
191,2002,9.89,350.41,135.77,121.38,
191,2003,8.37,379.75,147.14,131.55,
191,2004,14.71,435.59,168.78,150.89,
191,2005,17.59,512.20,198.47,177.43,
191,2006,10.16,564.25,218.63,195.46,
191,2007,3.35,583.16,225.96,202.01,
191,2008,-0.08,582.68,225.77,201.84,
191,2009,-3.19,564.07,218.56,195.40,
191,2010,-2.17,551.81,213.81,191.15,
191,2011,-2.87,535.99,207.68,185.67,
191,2012,-1.44,528.27,204.69,183.00,
191,2013,1.26,534.95,207.28,185.31,
191,2014,2.82,550.03,213.12,190.53,
191,2015,3.14,567.28,219.81,196.51,
191,2016,4.41,592.31,229.50,205.18,
193,1975,.,100.00,30.94,26.34,
193,1976,6.32,106.32,32.90,28.01,
193,1977,1.71,108.14,33.46,28.49,
193,1978,12.38,121.53,37.60,32.01,
193,1979,11.81,135.88,42.04,35.79,
193,1980,13.80,154.62,47.84,40.73,
193,1981,3.73,160.39,49.62,42.25,
193,1982,0.47,161.15,49.86,42.45,
193,1983,7.29,172.90,53.50,45.55,
193,1984,9.60,189.50,58.63,49.92,
193,1985,7.68,204.05,63.13,53.75,
193,1986,9.91,224.26,69.39,59.08,
193,1987,14.82,257.51,79.67,67.83,
193,1988,17.80,303.33,93.85,79.90,
193,1989,5.94,321.36,99.43,84.65,
193,1990,0.57,323.21,100.00,85.14,
193,1991,-0.19,322.59,99.81,84.98,
193,1992,0.78,325.10,100.59,85.64,
193,1993,0.04,325.25,100.63,85.68,
193,1994,-0.10,324.91,100.53,85.59,
193,1995,0.16,325.43,100.69,85.72,
193,1996,0.82,328.09,101.51,86.43,
193,1997,1.29,332.32,102.82,87.54,
193,1998,2.62,341.02,105.51,89.83,
193,1999,4.23,355.45,109.98,93.63,
193,2000,6.80,379.62,117.45,100.00,
193,2001,5.94,402.17,124.43,105.94,
193,2002,7.20,431.14,133.40,113.57,
193,2003,5.35,454.21,140.53,119.65,
193,2004,11.72,507.43,157.00,133.67,
193,2005,12.34,570.07,176.38,150.17,
193,2006,8.03,615.85,190.54,162.23,
193,2007,1.94,627.80,194.24,165.38,
193,2008,-1.70,617.11,190.93,162.56,
193,2009,-4.01,592.35,183.27,156.04,
193,2010,-2.89,575.24,177.98,151.53,
193,2011,-2.58,560.37,173.38,147.61,
193,2012,-2.22,547.92,169.53,144.33,
193,2013,1.25,554.78,171.65,146.14,
193,2014,3.44,573.89,177.56,151.17,
193,2015,2.44,587.88,181.89,154.86,
193,2016,2.89,604.89,187.15,159.34,
194,1975,.,100.00,32.25,29.40,
194,1976,6.53,106.53,34.35,31.32,
194,1977,-1.47,104.96,33.85,30.86,
194,1978,7.86,113.21,36.50,33.28,
194,1979,11.77,126.54,40.80,37.20,
194,1980,11.22,140.74,45.38,41.38,
194,1981,6.91,150.47,48.52,44.24,
194,1982,1.58,152.84,49.28,44.94,
194,1983,5.49,161.24,51.99,47.41,
194,1984,8.96,175.68,56.65,51.65,
194,1985,7.74,189.29,61.04,55.65,
194,1986,9.76,207.77,67.00,61.09,
194,1987,15.50,239.97,77.38,70.55,
194,1988,19.66,287.15,92.59,84.42,
194,1989,6.60,306.08,98.70,89.99,
194,1990,1.32,310.12,100.00,91.18,
194,1991,-0.42,308.82,99.58,90.80,
194,1992,0.55,310.50,100.12,91.29,
194,1993,-0.44,309.13,99.68,90.89,
194,1994,-0.80,306.65,98.88,90.16,
194,1995,-0.49,305.16,98.40,89.72,
194,1996,0.21,305.81,98.61,89.91,
194,1997,0.62,307.70,99.22,90.47,
194,1998,1.74,313.05,100.94,92.04,
194,1999,2.62,321.25,103.59,94.45,
194,2000,5.88,340.13,109.68,100.00,
194,2001,6.10,360.86,116.36,106.10,
194,2002,8.59,391.86,126.36,115.21,
194,2003,6.58,417.63,134.67,122.79,
194,2004,13.02,472.00,152.20,138.77,
194,2005,13.52,535.83,172.78,157.54,
194,2006,6.80,572.28,184.53,168.26,
194,2007,1.64,581.69,187.57,171.02,
194,2008,-2.44,567.51,183.00,166.85,
194,2009,-4.31,543.04,175.11,159.66,
194,2010,-3.23,525.49,169.45,154.50,
194,2011,-2.77,510.93,164.75,150.22,
194,2012,-2.41,498.60,160.77,146.59,
194,2013,1.03,503.75,162.44,148.11,
194,2014,2.41,515.89,166.35,151.68,
194,2015,2.23,527.41,170.07,155.06,
194,2016,2.24,539.22,173.87,158.54,
195,1977,.,100.00,50.10,46.23,
195,1978,-7.40,92.60,46.40,42.81,
195,1979,11.66,103.40,51.81,47.80,
195,1980,2.46,105.94,53.08,48.98,
195,1981,0.34,106.30,53.26,49.15,
195,1982,-7.57,98.25,49.23,45.42,
195,1983,11.98,110.03,55.13,50.87,
195,1984,6.08,116.72,58.48,53.96,
195,1985,8.60,126.76,63.51,58.60,
195,1986,4.80,132.84,66.55,61.41,
195,1987,10.85,147.25,73.78,68.08,
195,1988,19.58,176.09,88.22,81.41,
195,1989,10.09,193.85,97.12,89.62,
195,1990,2.96,199.59,100.00,92.28,
195,1991,1.10,201.78,101.10,93.29,
195,1992,0.14,202.06,101.24,93.42,
195,1993,1.13,204.34,102.38,94.47,
195,1994,-0.21,203.91,102.16,94.27,
195,1995,-0.68,202.52,101.47,93.63,
195,1996,1.77,206.10,103.26,95.29,
195,1997,-0.21,205.67,103.05,95.09,
195,1998,1.77,209.30,104.87,96.77,
195,1999,0.87,211.13,105.78,97.61,
195,2000,2.45,216.30,108.37,100.00,
195,2001,4.17,225.31,112.89,104.17,
195,2002,4.51,235.46,117.97,108.86,
195,2003,4.48,246.01,123.26,113.73,
195,2004,10.19,271.07,135.82,125.32,
195,2005,12.59,305.19,152.91,141.10,
195,2006,8.74,331.86,166.27,153.43,
195,2007,2.72,340.90,170.80,157.61,
195,2008,-1.83,334.65,167.67,154.72,
195,2009,-4.01,321.23,160.95,148.51,
195,2010,-4.32,307.36,153.99,142.10,
195,2011,-3.69,296.01,148.31,136.85,
195,2012,-3.44,285.84,143.21,132.15,
195,2013,0.55,287.40,144.00,132.87,
195,2014,0.50,288.84,144.72,133.54,
195,2015,2.15,295.06,147.83,136.41,
195,2016,1.25,298.74,149.68,138.11,
196,1975,.,100.00,45.92,44.45,
196,1976,17.28,117.28,53.86,52.12,
196,1977,-7.42,108.58,49.86,48.26,
196,1978,7.61,116.85,53.66,51.93,
196,1979,24.52,145.50,66.81,64.67,
196,1980,-4.44,139.03,63.85,61.79,
196,1981,-6.43,130.09,59.74,57.82,
196,1982,4.29,135.67,62.30,60.30,
196,1983,6.23,144.11,66.18,64.05,
196,1984,1.60,146.41,67.24,65.07,
196,1985,5.22,154.06,70.75,68.47,
196,1986,2.88,158.51,72.79,70.45,
196,1987,7.67,170.67,78.38,75.86,
196,1988,13.10,193.03,88.64,85.79,
196,1989,9.45,211.27,97.02,93.90,
196,1990,3.07,217.76,100.00,96.79,
196,1991,2.48,223.17,102.48,99.19,
196,1992,-0.27,222.58,102.21,98.93,
196,1993,0.15,222.92,102.37,99.08,
196,1994,-0.11,222.69,102.26,98.98,
196,1995,-1.96,218.31,100.25,97.03,
196,1996,1.46,221.51,101.72,98.45,
196,1997,-0.60,220.19,101.11,97.86,
196,1998,1.18,222.79,102.31,99.02,
196,1999,-0.50,221.66,101.79,98.52,
196,2000,1.50,224.99,103.32,100.00,
196,2001,4.27,234.60,107.73,104.27,
196,2002,3.48,242.77,111.48,107.90,
196,2003,3.29,250.76,115.16,111.45,
196,2004,8.37,271.75,124.79,120.78,
196,2005,11.79,303.80,139.51,135.02,
196,2006,9.17,331.67,152.31,147.41,
196,2007,3.95,344.77,158.33,153.24,
196,2008,-1.07,341.07,156.63,151.59,
196,2009,-3.53,329.04,151.10,146.24,
196,2010,-4.45,314.40,144.38,139.74,
196,2011,-3.93,302.03,138.70,134.24,
196,2012,-4.33,288.95,132.69,128.43,
196,2013,-0.01,288.93,132.68,128.42,
196,2014,0.26,289.68,133.03,128.75,
196,2015,3.08,298.61,137.13,132.72,
196,2016,0.90,301.31,138.37,133.92,
197,1975,.,100.00,35.77,31.18,
197,1976,4.79,104.79,37.49,32.67,
197,1977,-1.61,103.11,36.89,32.15,
197,1978,4.04,107.27,38.37,33.44,
197,1979,12.52,120.70,43.18,37.63,
197,1980,11.11,134.10,47.97,41.81,
197,1981,7.19,143.75,51.42,44.82,
197,1982,0.65,144.68,51.76,45.11,
197,1983,7.09,154.94,55.43,48.31,
197,1984,7.52,166.59,59.60,51.94,
197,1985,7.96,179.85,64.34,56.07,
197,1986,10.45,198.64,71.06,61.93,
197,1987,10.31,219.13,78.39,68.32,
197,1988,12.49,246.49,88.18,76.85,
197,1989,10.35,271.99,97.30,84.80,
197,1990,2.77,279.54,100.00,87.15,
197,1991,1.02,282.40,101.02,88.05,
197,1992,0.43,283.61,101.46,88.42,
197,1993,-0.65,281.77,100.80,87.85,
197,1994,-0.92,279.17,99.87,87.04,
197,1995,-0.06,279.02,99.81,86.99,
197,1996,1.21,282.40,101.02,88.04,
197,1997,1.53,286.71,102.57,89.39,
197,1998,2.58,294.12,105.22,91.70,
197,1999,3.01,302.96,108.38,94.46,
197,2000,5.87,320.74,114.74,100.00,
197,2001,6.10,340.32,121.74,106.10,
197,2002,6.51,362.46,129.66,113.01,
197,2003,6.56,386.23,138.17,120.42,
197,2004,13.26,437.45,156.49,136.39,
197,2005,16.26,508.60,181.94,158.57,
197,2006,8.67,552.71,197.72,172.32,
197,2007,2.37,565.80,202.41,176.40,
197,2008,-3.08,548.35,196.17,170.96,
197,2009,-7.56,506.88,181.33,158.03,
197,2010,-3.82,487.54,174.41,152.00,
197,2011,-5.56,460.42,164.71,143.55,
197,2012,-2.94,446.89,159.87,139.33,
197,2013,0.79,450.42,161.13,140.43,
197,2014,2.96,463.78,165.91,144.59,
197,2015,2.75,476.51,170.46,148.56,
197,2016,1.73,484.77,173.42,151.14,
198,1977,.,100.00,34.49,30.08,
198,1978,7.95,107.95,37.24,32.47,
198,1979,4.98,113.33,39.09,34.09,
198,1980,19.80,135.77,46.83,40.84,
198,1981,8.54,147.37,50.83,44.32,
198,1982,4.06,153.34,52.90,46.12,
198,1983,3.70,159.02,54.85,47.83,
198,1984,9.73,174.48,60.19,52.48,
198,1985,7.23,187.10,64.54,56.28,
198,1986,9.35,204.59,70.57,61.53,
198,1987,12.60,230.37,79.47,69.29,
198,1988,12.82,259.90,89.65,78.17,
198,1989,9.79,285.34,98.43,85.82,
198,1990,1.60,289.90,100.00,87.20,
198,1991,1.11,293.11,101.11,88.16,
198,1992,0.15,293.56,101.26,88.30,
198,1993,-0.50,292.09,100.76,87.85,
198,1994,-1.37,288.08,99.37,86.65,
198,1995,-0.92,285.43,98.46,85.85,
198,1996,1.67,290.18,100.10,87.28,
198,1997,0.78,292.46,100.88,87.96,
198,1998,2.75,300.50,103.66,90.38,
198,1999,3.61,311.36,107.40,93.65,
198,2000,6.78,332.47,114.69,100.00,
198,2001,6.97,355.64,122.68,106.97,
198,2002,7.75,383.22,132.19,115.26,
198,2003,6.48,408.04,140.75,122.73,
198,2004,12.20,457.83,157.93,137.70,
198,2005,13.51,519.68,179.26,156.31,
198,2006,7.40,558.15,192.53,167.88,
198,2007,2.41,571.59,197.17,171.92,
198,2008,-3.04,554.22,191.18,166.70,
198,2009,-4.50,529.29,182.58,159.20,
198,2010,-4.50,505.49,174.36,152.04,
198,2011,-5.42,478.10,164.92,143.80,
198,2012,-3.45,461.62,159.23,138.84,
198,2013,1.47,468.42,161.58,140.89,
198,2014,2.23,478.89,165.19,144.04,
198,2015,1.83,487.63,168.20,146.67,
198,2016,1.40,494.45,170.56,148.72,
199,1979,.,100.00,54.29,42.21,
199,1980,4.80,104.80,56.89,44.24,
199,1981,.,.,.,.,
199,1982,.,104.03,56.47,43.91,
199,1983,8.54,112.92,61.30,47.67,
199,1984,10.99,125.33,68.04,52.90,
199,1985,7.68,134.96,73.26,56.97,
199,1986,6.57,143.82,78.07,60.71,
199,1987,4.88,150.84,81.88,63.67,
199,1988,10.80,167.14,90.73,70.55,
199,1989,6.04,177.22,96.21,74.81,
199,1990,3.94,184.21,100.00,77.76,
199,1991,3.48,190.62,103.48,80.47,
199,1992,0.65,191.85,104.15,80.99,
199,1993,0.98,193.73,105.17,81.78,
199,1994,-0.05,193.64,105.12,81.74,
199,1995,2.61,198.70,107.86,83.87,
199,1996,2.67,204.00,110.74,86.11,
199,1997,2.00,208.08,112.96,87.84,
199,1998,2.13,212.51,115.36,89.71,
199,1999,4.32,221.69,120.35,93.58,
199,2000,6.86,236.90,128.60,100.00,
199,2001,7.67,255.07,138.47,107.67,
199,2002,6.42,271.44,147.35,114.58,
199,2003,5.69,286.89,155.74,121.10,
199,2004,12.83,323.70,175.72,136.64,
199,2005,17.70,381.00,206.83,160.83,
199,2006,9.97,418.97,227.44,176.86,
199,2007,3.02,431.61,234.30,182.19,
199,2008,-3.23,417.67,226.73,176.31,
199,2009,-7.66,385.69,209.38,162.81,
199,2010,-6.22,361.72,196.36,152.69,
199,2011,-5.63,341.35,185.30,144.09,
199,2012,-3.07,330.85,179.60,139.66,
199,2013,-0.20,330.19,179.24,139.38,
199,2014,1.67,335.71,182.24,141.71,
199,2015,2.59,344.40,186.96,145.38,
199,2016,3.06,354.94,192.68,149.83,
200,1975,.,100.00,28.53,21.81,
200,1976,10.66,110.66,31.57,24.13,
200,1977,13.85,125.98,35.94,27.47,
200,1978,16.07,146.23,41.72,31.89,
200,1979,18.81,173.74,49.57,37.89,
200,1980,7.47,186.71,53.27,40.71,
200,1981,-0.92,184.99,52.78,40.34,
200,1982,1.07,186.96,53.34,40.77,
200,1983,0.20,187.33,53.45,40.85,
200,1984,6.69,199.87,57.02,43.58,
200,1985,5.72,211.31,60.29,46.08,
200,1986,8.29,228.81,65.28,49.90,
200,1987,11.14,254.31,72.56,55.46,
200,1988,18.38,301.05,85.89,65.65,
200,1989,12.40,338.39,96.54,73.79,
200,1990,3.58,350.51,100.00,76.43,
200,1991,0.36,351.77,100.36,76.71,
200,1992,2.32,359.92,102.68,78.48,
200,1993,-1.45,354.69,101.19,77.35,
200,1994,-0.74,352.05,100.44,76.77,
200,1995,-1.34,347.33,99.09,75.74,
200,1996,2.27,355.22,101.34,77.46,
200,1997,-0.03,355.10,101.31,77.43,
200,1998,4.92,372.57,106.29,81.24,
200,1999,7.47,400.42,114.24,87.32,
200,2000,14.53,458.58,130.83,100.00,
200,2001,14.23,523.85,149.45,114.23,
200,2002,12.91,591.48,168.75,128.98,
200,2003,9.50,647.69,184.78,141.24,
200,2004,16.49,754.52,215.26,164.53,
200,2005,22.66,925.48,264.04,201.81,
200,2006,11.68,1033.59,294.88,225.39,
200,2007,2.80,1062.50,303.13,231.69,
200,2008,-5.16,1007.73,287.50,219.75,
200,2009,-5.38,953.54,272.04,207.93,
200,2010,0.07,954.22,272.24,208.08,
200,2011,0.85,962.29,274.54,209.84,
200,2012,2.74,988.64,282.06,215.58,
200,2013,7.24,1060.21,302.48,231.19,
200,2014,9.94,1165.54,332.53,254.16,
200,2015,5.31,1227.39,350.17,267.65,
200,2016,7.34,1317.54,375.89,287.30,
201,1975,.,100.00,33.01,27.65,
201,1976,3.38,103.38,34.13,28.59,
201,1977,8.39,112.06,36.99,30.99,
